keypoint,x,y,score
nose,0.48141056299209595,0.44863390922546387,0.5070738792419434
left_eye,0.512315034866333,0.42621397972106934,0.6966108083724976
right_eye,0.47160786390304565,0.4219054877758026,0.6774351000785828
left_ear,0.5665891170501709,0.45071589946746826,0.7603186964988708
right_ear,0.4726061522960663,0.43377190828323364,0.4639247953891754
left_shoulder,0.6569634675979614,0.5612561106681824,0.6531121134757996
right_shoulder,0.4055955410003662,0.5617718696594238,0.7143231630325317
left_elbow,0.6544944047927856,0.7767841219902039,0.48845863342285156
right_elbow,0.37511157989501953,0.7543083429336548,0.5848299264907837
left_wrist,0.5809834599494934,0.8842377662658691,0.18461251258850098
right_wrist,0.3668151795864105,0.8681319952011108,0.3167927861213684
left_hip,0.5882766246795654,0.8893546462059021,0.6396101117134094
right_hip,0.4264625906944275,0.8816577196121216,0.43313467502593994
left_knee,0.55571448802948,0.9029017686843872,0.06324548274278641
right_knee,0.3279232978820801,0.8882248401641846,0.052683599293231964
left_ankle,0.47252070903778076,0.8870198130607605,0.051525138318538666
right_ankle,0.4032379388809204,0.8998591303825378,0.03141918033361435
